File,Ground Truth,Transcription,WER,Matched Sentence,Jaccard Score,Correct Match,Speaker
41_2.wav,মোক কোনোবাই ৰখাই দিলে,মোক কোনোবাই ৰকাই ৰিলে,0.5,মোক কোনোবাই ৰখাই দিলে,0.3333333333333333,True,2
42_1.wav,মোৰ তোমাক ভাল লাগে_মই তোমাক ভাল পাওঁ,মোৰ টোমাক ভাল লাগে মই তোমাক ভাল পাউ,0.5714285714285714,মোৰ তোমাক ভাল লাগে_মই তোমাক ভাল পাওঁ,0.3333333333333333,True,1
42_2.wav,মোৰ তোমাক ভাল লাগে_মই তোমাক ভাল পাওঁ,মোৰ তোমাক বভাল লাগেমই তোমাক বভাল পা,0.42857142857142855,মোৰ তোমাক ভাল লাগে_মই তোমাক ভাল পাওঁ,0.3333333333333333,True,2
43_1.wav,মোৰ বাবে ইয়াৰ কোনো পাৰ্থক্য নাই,মোৰ বাবে ইয়াৰ কোনো পাৰ্টেকানাই,0.5,মোৰ বাবে ইয়াৰ কোনো পাৰ্থক্য নাই,0.42857142857142855,True,1
43_2.wav,মোৰ বাবে ইয়াৰ কোনো পাৰ্থক্য নাই,মোৰবাবে ইয়াৰ কোনো কাথৈক্ নায়,0.8333333333333334,মোৰ বাবে ইয়াৰ কোনো পাৰ্থক্য নাই,0.6785714285714286,True,2
44_1.wav,যোৱা আৰু শুই দিয়া,জোৱা আৰু খুই দিয়া,0.75,যোৱা আৰু শুই দিয়া,0.7647058823529411,True,1
44_2.wav,যোৱা আৰু শুই দিয়া,জোৱা আৰু ফুই দিয়া,0.75,যোৱা আৰু শুই দিয়া,0.7647058823529411,True,2
45_1.wav,সঁচা কথা কোৱা,সছা কথা কুৱা,0.6666666666666666,সঁচা কথা কোৱা,0.2,True,1
45_2.wav,সঁচা কথা কোৱা,ভছচা কথা কুঁৱা,0.6666666666666666,সঁচা কথা কোৱা,0.2,True,2
46_1.wav,সি কোঠাটোত সোমাই গৈছে,হেই গোটাটোত হোমাই গৈছে,0.75,সি কোঠাটোত সোমাই গৈছে,0.7272727272727273,True,1
46_2.wav,সি কোঠাটোত সোমাই গৈছে,সি কুথাটোত সোমাই গৈছে,0.25,সি কোঠাটোত সোমাই গৈছে,0.6,True,2
47_1.wav,সি গৈ আছে,হেয় গৈ আছে,0.3333333333333333,সি গৈ আছে,0.7,True,1
47_2.wav,সি গৈ আছে,সি গৈ আছে,0.0,সি গৈ আছে,1.0,True,2
4_1.wav,আপুনি ইমান দয়ালু,আপুনি মান দয়ালোঁ,0.6666666666666666,আপুনি ইমান দয়ালু,0.6875,True,1
4_2.wav,আপুনি ইমান দয়ালু,আপুনি ইমান দয়ালোঁ,0.3333333333333333,আপুনি ইমান দয়ালু,0.3333333333333333,True,2
5_1.wav,আপুনি কি কৰিছে,আপোনি কি কৰিছে,0.3333333333333333,আপুনি কি কৰিছে,0.5,True,1
5_2.wav,আপুনি কি কৰিছে,আপুনি কি কৰিছে,0.0,আপুনি কি কৰিছে,1.0,True,2
6_1.wav,আপুনি কি কৰে,আপনি কি কৰে,0.3333333333333333,আপুনি কি কৰে,0.6666666666666666,True,1
6_2.wav,আপুনি কি কৰে,সআাপুনি কি কৰে,0.3333333333333333,আপুনি কি কৰে,0.6666666666666666,True,2
7_1.wav,আপুনি কি বিচাৰে,আপনি কি বিচাৰে,0.3333333333333333,আপুনি কি বিচাৰে,0.6666666666666666,True,1
7_2.wav,আপুনি কি বিচাৰে,আপুনি কি বিচাৰে,0.0,আপুনি কি বিচাৰে,1.0,True,2
8_1.wav,আপুনি কি ভাবিছে,আপোনে কি বাবিছে,0.6666666666666666,আপুনি কি কৰিছে,0.3333333333333333,False,1
8_2.wav,আপুনি কি ভাবিছে,আপুনি কি ভাবিছে,0.0,আপুনি কি ভাবিছে,1.0,True,2
9_1.wav,আপুনি কিয় কান্দিছে,আপনি কিয়েও কান দিছে,1.3333333333333333,আপুনি কিয় কান্দিছে,0.736842105263158,True,1
9_2.wav,আপুনি কিয় কান্দিছে,আপুনি কিয় কান্দিছে,0.3333333333333333,আপুনি কিয় কান্দিছে,0.3333333333333333,True,2
